Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,source,Item_Visibility_MeanRatio,Item_Type_Aggregate,Outlet_Years
DRD24,13.85,Low Fat,0.051544658,Soft Drinks,142.5154,OUT010,1998,Small,Tier 3,Grocery Store,141.8154,train,1.4641166543856068,Low Sales,15
DRF25,9,Low Fat,0.03898577,Soft Drinks,34.619,OUT049,1999,Medium,Tier 1,Supermarket Type1,732.38,train,0.9237238350351141,Low Sales,14
FDN22,18.85,Regular,0.138868769,Snack Foods,251.8724,OUT018,2009,Medium,Tier 3,Supermarket Type2,3271.7412,train,1.0182233258296942,High Sales,4
FDV04,7.825,Regular,0.251094747,Frozen Foods,156.6288,OUT010,1998,Small,Tier 3,Grocery Store,628.5152,train,1.5560143932834563,Medium Sales,15
FDL34,16,Low Fat,0.041112694,Snack Foods,139.9496,OUT018,2009,Medium,Tier 3,Supermarket Type2,3105.2912,train,1.0031395313198677,High Sales,4
FDX58,13.15,Low Fat,0.043755405,Snack Foods,182.895,OUT035,2004,Small,Tier 2,Supermarket Type1,3112.615,train,0.9294568237048615,High Sales,9
FDG12,6.635,Regular,0.006351876,Baking Goods,120.3098,OUT018,2009,Medium,Tier 3,Supermarket Type2,1446.1176,train,1.0554158671639808,Low Sales,4
NCL53,7.5,Non-Consumable,0.036308404,Health and Hygiene,175.4028,OUT045,2002,Small,Tier 2,Supermarket Type1,2833.6448,train,0.9344170248352008,Low Sales,11
FDV47,17.1,Low Fat,0.054428368,Breads,84.9566,OUT018,2009,Medium,Tier 3,Supermarket Type2,1014.6792,train,0.9287671787306105,High Sales,4
FDA43,12.6,Low Fat,0.064362554,Fruits and Vegetables,193.7794,OUT027,1985,Medium,Tier 3,Supermarket Type3,4876.985,train,0.8704928822522823,High Sales,28
NCM17,7.93,Non-Consumable,0.071538243,Health and Hygiene,44.5086,OUT017,2007,Small,Tier 2,Supermarket Type1,1249.0408,train,0.9348909818190312,Low Sales,6
NCQ02,12.6,Non-Consumable,0.007468056,Household,186.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,3379.6008,train,0.9339756309207369,High Sales,14
FDN12,15.6,Low Fat,0.081562686,Baking Goods,112.7544,OUT017,2007,Small,Tier 2,Supermarket Type1,1118.544,train,0.9387642036276475,Low Sales,6
NCX06,12.6,Non-Consumable,0.02746599,Household,181.5976,OUT019,1985,Small,Tier 1,Grocery Store,543.2928,train,1.5315371870256391,High Sales,28
FDE24,14.85,Low Fat,0.093652168,Baking Goods,141.5812,OUT045,2002,Small,Tier 2,Supermarket Type1,427.4436,train,0.8765027673448442,Low Sales,11
FDQ58,7.315,Low Fat,0.015364173,Snack Foods,154.334,OUT018,2009,Medium,Tier 3,Supermarket Type2,4287.752,train,1.0550819971106153,High Sales,4
FDH31,12,Regular,0.020442889,Meat,98.0042,OUT049,1999,Medium,Tier 1,Supermarket Type1,1587.2672,train,1.1003278089346984,Medium Sales,14
NCH55,16.35,Non-Consumable,0.034813556,Household,128.402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1265.02,train,0.8754594491863996,High Sales,4
NCC54,17.75,Non-Consumable,0.097862839,Health and Hygiene,239.3196,OUT049,1999,Medium,Tier 1,Supermarket Type1,3615.294,train,0.8760887662014257,Low Sales,14
NCT06,12.6,Non-Consumable,0.067824456,Household,167.7842,OUT019,1985,Small,Tier 1,Grocery Store,165.7842,train,1.620020039922082,High Sales,28
FDH56,12.6,Regular,0.11173569,Fruits and Vegetables,115.9492,OUT019,1985,Small,Tier 1,Grocery Store,115.8492,train,1.5315372033008348,High Sales,28
FDY46,18.6,Low Fat,0.048160824,Snack Foods,188.9898,OUT017,2007,Small,Tier 2,Supermarket Type1,3554.7062,train,1.004720894820704,High Sales,6
NCM19,12.65,Non-Consumable,0.047197936,Others,114.1202,OUT013,1987,High,Tier 3,Supermarket Type1,3488.1262,train,1.0107163288839214,Low Sales,26
FDB04,12.6,Regular,0.06292013,Dairy,88.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.424,train,0.8704928814450318,High Sales,28
FDB09,16.25,Low Fat,0.057385239,Fruits and Vegetables,126.2046,OUT035,2004,Small,Tier 2,Supermarket Type1,1369.5506,train,0.8630253751931484,High Sales,9
FDK51,12.6,Low Fat,0.005209791,Dairy,265.2884,OUT027,1985,Medium,Tier 3,Supermarket Type3,3179.8608,train,0.928744579712518,High Sales,28
FDB33,12.6,Low Fat,0.025527994,Fruits and Vegetables,157.5262,OUT019,1985,Small,Tier 1,Grocery Store,477.3786,train,1.5113318041043502,High Sales,28
FDU51,20.2,Regular,0.096495426,Meat,175.6028,OUT035,2004,Small,Tier 2,Supermarket Type1,3364.9532,train,0.9988808368332989,Medium Sales,9
NCE30,12.6,Non-Consumable,0.173574402,Household,214.0902,OUT019,1985,Small,Tier 1,Grocery Store,1061.951,train,1.619641592119365,High Sales,28
DRI13,15.35,Low Fat,0.020409765,Soft Drinks,218.3508,OUT018,2009,Medium,Tier 3,Supermarket Type2,2387.5588,train,1.0031395224940685,Low Sales,4
FDV32,7.785,Low Fat,0.088888291,Fruits and Vegetables,64.751,OUT045,2002,Small,Tier 2,Supermarket Type1,1201.769,train,0.9241603458419804,High Sales,11
DRH51,17.6,Low Fat,0.097367722,Dairy,89.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856,train,0.9257609248694045,High Sales,14
NCW18,15.1,Non-Consumable,0.059275452,Household,238.9248,OUT013,1987,High,Tier 3,Supermarket Type1,6636.6944,train,1.0655397377833322,High Sales,26
FDI12,9.395,Regular,0.100555034,Baking Goods,88.8856,OUT049,1999,Medium,Tier 1,Supermarket Type1,439.428,train,1.0006230382639532,Low Sales,14
FDQ14,9.27,Low Fat,0.061775607,Dairy,150.105,OUT035,2004,Small,Tier 2,Supermarket Type1,2696.49,train,0.8745633867482143,High Sales,9
FDQ55,12.6,Regular,0.012974937,Fruits and Vegetables,115.9834,OUT027,1985,Medium,Tier 3,Supermarket Type3,2994.7684,train,0.9942317040076237,High Sales,28
FDG26,18.85,Low Fat,0.042614361,Canned,255.333,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331,train,0.9215224154849746,High Sales,26
NCW29,12.6,Non-Consumable,0.050535312,Health and Hygiene,130.031,OUT019,1985,Small,Tier 1,Grocery Store,129.831,train,1.5315371881572692,Low Sales,28
FDK27,11,Low Fat,0.008944844,Meat,122.3756,OUT035,2004,Small,Tier 2,Supermarket Type1,2059.9852,train,0.9221155092694355,Medium Sales,9
DRL49,13.15,Low Fat,0.056418354,Soft Drinks,142.4812,OUT035,2004,Small,Tier 2,Supermarket Type1,2422.1804,train,0.8745633899341272,Low Sales,9
FDK26,5.46,Regular,0.032227432,Canned,186.824,OUT049,1999,Medium,Tier 1,Supermarket Type1,1864.24,train,0.8723848093656171,High Sales,14
FDT14,12.6,Regular,0.127108578,Dairy,120.744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2756.412,train,0.8704928793012563,High Sales,28
FDW19,12.35,Regular,0.064441812,Fruits and Vegetables,110.957,OUT010,1998,Small,Tier 3,Grocery Store,219.714,train,1.4641166682232885,High Sales,15
FDF22,6.865,Low Fat,0.057152139,Snack Foods,211.8218,OUT017,2007,Small,Tier 2,Supermarket Type1,4915.6014,train,0.8796766093036217,High Sales,6
NCQ43,17.75,Non-Consumable,0.11147467,Others,108.0912,OUT049,1999,Medium,Tier 1,Supermarket Type1,1637.868,train,0.8852445430715641,Low Sales,14
NCA42,12.6,Non-Consumable,0.028410335,Household,158.0604,OUT027,1985,Medium,Tier 3,Supermarket Type3,4595.3516,train,0.9541577773994443,High Sales,28
FDG08,12.6,Regular,0.289522833,Fruits and Vegetables,172.0764,OUT019,1985,Small,Tier 1,Grocery Store,171.7764,train,1.6203130074727388,High Sales,28
NCP17,19.35,Non-Consumable,0.021579142444444446,Health and Hygiene,65.3168,OUT010,1998,Small,Tier 3,Grocery Store,191.7504,train,0.8181818181818182,Low Sales,15
FDS19,13.8,Regular,0.064207277,Fruits and Vegetables,76.0012,OUT046,1997,Small,Tier 1,Supermarket Type1,1214.4192,train,0.9332640281220111,High Sales,16
DRQ35,9.3,Low Fat,0.042463728,Hard Drinks,121.9388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1114.5492,train,0.9260469312500905,Medium Sales,4
FDR25,17,Regular,0.139521931,Canned,266.8884,OUT046,1997,Small,Tier 1,Supermarket Type1,5034.7796,train,0.9990697526908913,High Sales,16
NCB43,20.2,Non-Consumable,0.096382926,Household,187.1898,OUT013,1987,High,Tier 3,Supermarket Type1,2993.4368,train,0.8999999999999999,High Sales,26
FDQ28,14,Regular,0.060768862,Frozen Foods,154.8656,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904,train,0.8767064458004038,Medium Sales,6
FDK24,9.195,Low Fat,0.101294945,Baking Goods,46.2744,OUT046,1997,Small,Tier 1,Supermarket Type1,1086.5856,train,0.9498167582524981,Low Sales,16
NCN06,8.39,Non-Consumable,0.120474481,Household,165.5868,OUT035,2004,Small,Tier 2,Supermarket Type1,1965.4416,train,0.9294568180037016,High Sales,9
FDS08,5.735,Low Fat,0.05695045,Fruits and Vegetables,177.937,OUT035,2004,Small,Tier 2,Supermarket Type1,1587.933,train,0.8745633966780049,High Sales,9
FDP27,8.155,Low Fat,0.119351235,Meat,190.153,OUT013,1987,High,Tier 3,Supermarket Type1,4933.578,train,0.8740008622194745,Medium Sales,26
FDE11,17.7,Regular,0.226122963,Starchy Foods,185.7924,OUT010,1998,Small,Tier 3,Grocery Store,370.1848,train,1.4787788506810369,High Sales,15
NCX30,16.7,Non-Consumable,0.026620627,Household,249.2776,OUT046,1997,Small,Tier 1,Supermarket Type1,4210.5192,train,0.9316059830192016,High Sales,16
DRI51,17.25,Low Fat,0.042480566,Dairy,173.4764,OUT017,2007,Small,Tier 2,Supermarket Type1,2404.8696,train,0.9385429605437091,High Sales,6
FDH31,12.6,Regular,0.0142914676,Meat,98.2042,OUT019,1985,Small,Tier 1,Grocery Store,198.4084,train,0.7692307692307693,Medium Sales,28
FDR19,13.5,Regular,0.159720671,Fruits and Vegetables,147.6102,OUT046,1997,Small,Tier 1,Supermarket Type1,4082.6856,train,0.8747287922221659,High Sales,16
FDJ04,18,Low Fat,0.124348482,Frozen Foods,118.3124,OUT013,1987,High,Tier 3,Supermarket Type1,948.0992,train,0.9982383457027509,Medium Sales,26
FDP01,20.75,Regular,0.063684145,Breakfast,151.7682,OUT017,2007,Small,Tier 2,Supermarket Type1,1372.2138,train,0.9348909800112872,Medium Sales,6
FDY35,17.6,Regular,0.016092971,Breads,45.8402,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648,train,0.8782920614365013,High Sales,4
DRC36,13,Regular,0.0469324802,Soft Drinks,173.6054,OUT013,1987,High,Tier 3,Supermarket Type1,1751.054,train,0.9090909090909091,Low Sales,26
FDZ55,6.055,Low Fat,0.025552424,Fruits and Vegetables,158.492,OUT017,2007,Small,Tier 2,Supermarket Type1,3994.8,train,1.0047208800468863,High Sales,6
FDD11,12.85,Low Fat,0.030591255,Starchy Foods,251.404,OUT013,1987,High,Tier 3,Supermarket Type1,2277.036,train,0.9488129361913793,High Sales,26
NCJ29,10.6,Non-Consumable,0.035336287,Health and Hygiene,87.0224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1193.1136,train,1.0031395370957856,Low Sales,4
FDI52,18.7,Low Fat,0.104658344,Frozen Foods,121.2072,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864,train,0.99888083442973,Medium Sales,9
NCF06,6.235,Non-Consumable,0.020198354,Household,257.9962,OUT046,1997,Small,Tier 1,Supermarket Type1,517.9924,train,0.9296325942942889,High Sales,16
FDG16,15.25,Low Fat,0.089816808,Frozen Foods,217.3192,OUT046,1997,Small,Tier 1,Supermarket Type1,5608.6992,train,0.9222899137697426,Medium Sales,16
FDX07,19.2,Regular,0.022954444,Fruits and Vegetables,184.495,OUT049,1999,Medium,Tier 1,Supermarket Type1,4028.09,train,1.0530757488324571,High Sales,14
FDR14,11.65,Low Fat,0.174049032,Dairy,52.9298,OUT046,1997,Small,Tier 1,Supermarket Type1,647.1576,train,0.8747287923601521,High Sales,16
FDV36,18.7,Low Fat,0.044024163,Baking Goods,125.902,OUT010,1998,Small,Tier 3,Grocery Store,126.502,train,1.4584870535582157,Low Sales,15
NCP14,8.275,Non-Consumable,0.110739031,Household,103.3306,OUT018,2009,Medium,Tier 3,Supermarket Type2,2404.2038,train,0.9334195337416525,High Sales,4
FDJ12,8.895,Regular,0.039008625,Baking Goods,209.0296,OUT013,1987,High,Tier 3,Supermarket Type1,2285.0256,train,0.928858982362328,Low Sales,26
FDL46,20.35,Low Fat,0.054277132,Snack Foods,117.3466,OUT018,2009,Medium,Tier 3,Supermarket Type2,824.9262,train,0.875115186734154,High Sales,4
FDL21,15.85,Regular,0.007160908,Snack Foods,39.348,OUT045,2002,Small,Tier 2,Supermarket Type1,719.064,train,0.9241603474723504,High Sales,11
NCA30,19,Non-Consumable,0.129226104,Household,190.5872,OUT013,1987,High,Tier 3,Supermarket Type1,1890.872,train,0.9322695507558268,High Sales,26
NCN26,10.85,Non-Consumable,0.024495557,Household,119.0808,OUT013,1987,High,Tier 3,Supermarket Type1,2343.616,train,0.8181818181818182,High Sales,26
FDJ10,5.095,Regular,0.129479176,Snack Foods,139.7838,OUT035,2004,Small,Tier 2,Supermarket Type1,1264.3542,train,0.8745633870025413,High Sales,9
NCE18,10,Non-Consumable,0.021512619,Household,247.775,OUT018,2009,Medium,Tier 3,Supermarket Type2,3745.125,train,1.0191531158488456,High Sales,4
FDW21,5.34,Regular,0.005958918,Snack Foods,101.6358,OUT013,1987,High,Tier 3,Supermarket Type1,1709.1086,train,1.010716338433426,High Sales,26
FDA55,17.2,Regular,0.056941603,Fruits and Vegetables,222.5088,OUT013,1987,High,Tier 3,Supermarket Type1,5369.0112,train,0.921522414308385,High Sales,26
NCX30,12.6,Non-Consumable,0.026491715,Household,247.2776,OUT027,1985,Medium,Tier 3,Supermarket Type3,6191.94,train,0.9270946245721232,High Sales,28
FDA20,12.6,Low Fat,0.066298469,Fruits and Vegetables,186.824,OUT027,1985,Medium,Tier 3,Supermarket Type3,6338.416,train,0.9942317070834876,High Sales,28
FDT20,10.5,Low Fat,0.041360997,Fruits and Vegetables,39.5164,OUT013,1987,High,Tier 3,Supermarket Type1,926.7936,train,0.9288589867472179,High Sales,26
FDR11,10.5,Regular,0.142759833,Breads,159.3578,OUT049,1999,Medium,Tier 1,Supermarket Type1,3048.6982,train,0.9310779326931683,High Sales,14
FDU26,16.7,Regular,0.042792568,Dairy,118.6782,OUT018,2009,Medium,Tier 3,Supermarket Type2,1549.3166,train,0.8782920738024831,High Sales,4
NCY54,8.43,Non-Consumable,0.177694846,Household,171.1422,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,train,0.929632602567726,High Sales,16
FDP26,7.785,Low Fat,0.139552827,Dairy,105.6306,OUT046,1997,Small,Tier 1,Supermarket Type1,418.1224,train,0.9487256609102321,High Sales,16
FDK58,11.35,Regular,0.045052492,Snack Foods,102.6016,OUT049,1999,Medium,Tier 1,Supermarket Type1,3137.2496,train,0.95058018331508,High Sales,14
NCK53,11.6,Non-Consumable,0.037581243,Health and Hygiene,98.9042,OUT046,1997,Small,Tier 1,Supermarket Type1,1488.063,train,0.871030577044338,Low Sales,16
FDY52,6.365,Low Fat,0.007342171,Frozen Foods,59.9536,OUT013,1987,High,Tier 3,Supermarket Type1,980.0576,train,0.8832830792816763,Medium Sales,26
NCU30,5.11,Non-Consumable,0.034945416,Household,161.121,OUT045,2002,Small,Tier 2,Supermarket Type1,2609.936,train,0.9613000906925164,High Sales,11
NCA18,10.1,Non-Consumable,0.056030907,Household,115.1492,OUT013,1987,High,Tier 3,Supermarket Type1,1737.738,train,0.9288589790672777,High Sales,26
FDX40,12.85,Low Fat,0.099553084,Frozen Foods,40.0164,OUT017,2007,Small,Tier 2,Supermarket Type1,1312.9576,train,0.876348218503643,Medium Sales,6
FDX13,7.725,Low Fat,0.047782959,Canned,249.1092,OUT046,1997,Small,Tier 1,Supermarket Type1,2490.092,train,0.8719076691075247,High Sales,16
FDK36,12.6,Low Fat,0.007180374,Baking Goods,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,631.8442,train,0.9289636260475832,Low Sales,28
NCP55,12.6,Non-Consumable,0.019592289,Others,56.9614,OUT019,1985,Small,Tier 1,Grocery Store,221.0456,train,1.6658761184158428,Low Sales,28
FDO56,12.6,Regular,0.078758649,Fruits and Vegetables,116.3808,OUT019,1985,Small,Tier 1,Grocery Store,234.3616,train,1.531537194158774,High Sales,28
NCT06,17.1,Non-Consumable,0.03767978722222222,Household,167.0842,OUT018,2009,Medium,Tier 3,Supermarket Type2,1326.2736,train,0.8999999999999999,High Sales,4
FDX45,12.6,Low Fat,0.18358896,Snack Foods,154.663,OUT019,1985,Small,Tier 1,Grocery Store,312.926,train,1.6192665551492496,High Sales,28
NCJ06,20.1,Non-Consumable,0.034623782,Household,118.9782,OUT013,1987,High,Tier 3,Supermarket Type1,1549.3166,train,0.8740008607084618,High Sales,26
NCA41,16.75,Non-Consumable,0.032586709,Health and Hygiene,191.9162,OUT046,1997,Small,Tier 1,Supermarket Type1,4040.7402,train,0.9990697465296995,Low Sales,16
NCB42,12.6,Non-Consumable,0.008519718,Health and Hygiene,116.9492,OUT027,1985,Medium,Tier 3,Supermarket Type3,2780.3808,train,0.9942316609023342,Low Sales,28
FDE29,8.905,Low Fat,0.143010016,Frozen Foods,61.6878,OUT013,1987,High,Tier 3,Supermarket Type1,1029.9926,train,0.9288589882353236,Medium Sales,26
FDU24,6.78,Regular,0.12081426688888888,Baking Goods,94.012,OUT013,1987,High,Tier 3,Supermarket Type1,1211.756,train,0.8181818181818181,Low Sales,26
FDM58,16.85,Regular,0.079624087,Snack Foods,111.6544,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336,train,1.0092598691867598,High Sales,26
FDE44,14.65,Low Fat,0.17138805,Fruits and Vegetables,50.7692,OUT046,1997,Small,Tier 1,Supermarket Type1,1034.6532,train,0.9250491122188751,High Sales,16
DRH39,20.7,Low Fat,0.0804666275,Dairy,78.467,OUT046,1997,Small,Tier 1,Supermarket Type1,1607.907,train,0.8333333333333333,High Sales,16
FDU33,12.6,Regular,0.235859408,Snack Foods,46.1402,OUT019,1985,Small,Tier 1,Grocery Store,45.9402,train,1.531537200532306,High Sales,28
FDW08,12.1,Low Fat,0.148612263,Fruits and Vegetables,104.528,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.864,train,1.0171919493701436,High Sales,14
NCT30,9.1,Non-Consumable,0.134393836,Household,48.0718,OUT010,1998,Small,Tier 3,Grocery Store,47.2718,train,1.4641166633077591,High Sales,15
NCI54,15.2,Non-Consumable,0.033599041,Household,107.7912,OUT046,1997,Small,Tier 1,Supermarket Type1,1091.912,train,0.8719076820632832,High Sales,16
FDS16,15.15,Regular,0.066311153,Frozen Foods,145.776,OUT045,2002,Small,Tier 2,Supermarket Type1,3954.852,train,1.0161489542844593,Medium Sales,11
DRK39,12.6,Low Fat,0.049623924,Dairy,83.225,OUT027,1985,Medium,Tier 3,Supermarket Type3,1498.05,train,0.9546887651737429,High Sales,28
FDP24,20.6,Low Fat,0.13893181,Baking Goods,119.5756,OUT010,1998,Small,Tier 3,Grocery Store,121.1756,train,1.5560143920863365,Low Sales,15
NCG18,15.3,Non-Consumable,0.0239712455,Household,103.5332,OUT035,2004,Small,Tier 2,Supermarket Type1,3383.5956,train,0.9090909090909091,High Sales,9
DRI59,12.6,Low Fat,0.040636926,Hard Drinks,224.6088,OUT027,1985,Medium,Tier 3,Supermarket Type3,4474.176,train,1.0098517100812894,Medium Sales,28
NCO06,19.25,Non-Consumable,0.107940533,Household,35.5558,OUT013,1987,High,Tier 3,Supermarket Type1,305.6022,train,0.928858984667198,High Sales,26
FDR15,9.3,Regular,0.03362713,Meat,156.1314,OUT017,2007,Small,Tier 2,Supermarket Type1,620.5256,train,0.8796766100808358,Medium Sales,6
FDE29,12.6,Low Fat,0.142436015,Frozen Foods,62.3878,OUT027,1985,Medium,Tier 3,Supermarket Type3,1514.695,train,0.9251308158805561,Medium Sales,28
FDN49,17.25,Regular,0.125200788,Breakfast,41.648,OUT035,2004,Small,Tier 2,Supermarket Type1,679.116,train,0.929456822417761,Medium Sales,9
FDQ21,21.25,Low Fat,0.019407069,Snack Foods,119.3756,OUT013,1987,High,Tier 3,Supermarket Type1,3271.7412,train,0.9235546606632686,High Sales,26
FDE17,20.1,Regular,0.054445198,Frozen Foods,151.7366,OUT035,2004,Small,Tier 2,Supermarket Type1,4836.3712,train,0.9314298148913449,Medium Sales,9
NCI42,18.75,Non-Consumable,0.01040777,Household,209.4954,OUT018,2009,Medium,Tier 3,Supermarket Type2,2500.7448,train,0.926046899174574,High Sales,4
FDZ21,17.6,Regular,0.039443715,Snack Foods,95.841,OUT017,2007,Small,Tier 2,Supermarket Type1,1641.197,train,0.934890983743562,High Sales,6
FDX48,17.75,Regular,0.038042233,Baking Goods,154.2656,OUT018,2009,Medium,Tier 3,Supermarket Type2,3398.2432,train,0.8782920715359686,Low Sales,4
FDH26,19.25,Regular,0.034770109,Canned,141.9496,OUT045,2002,Small,Tier 2,Supermarket Type1,988.0472,train,0.9241603489992773,High Sales,11
FDD50,18.85,Low Fat,0.141862435,Canned,171.0132,OUT049,1999,Medium,Tier 1,Supermarket Type1,4396.9432,train,1.0006230377923344,High Sales,14
FDL40,17.7,Low Fat,0.019438042,Frozen Foods,95.541,OUT010,1998,Small,Tier 3,Grocery Store,96.541,train,1.607763318614564,Medium Sales,15
NCO02,12.6,Non-Consumable,0.073012871,Others,67.5142,OUT027,1985,Medium,Tier 3,Supermarket Type3,2306.997,train,0.9205197724971518,Low Sales,28
FDF05,17.5,Low Fat,0.026848529,Frozen Foods,264.891,OUT013,1987,High,Tier 3,Supermarket Type1,4996.829,train,0.9215224135701814,Medium Sales,26
DRG25,10.5,Low Fat,0.019033838,Soft Drinks,185.624,OUT013,1987,High,Tier 3,Supermarket Type1,6897.688,train,0.9982383374234125,Low Sales,26
NCA41,16.75,Non-Consumable,0.032771033,Health and Hygiene,192.3162,OUT017,2007,Small,Tier 2,Supermarket Type1,2308.9944,train,1.004720901175581,Low Sales,6
FDZ40,8.935,Low Fat,0.04026424,Frozen Foods,52.6298,OUT045,2002,Small,Tier 2,Supermarket Type1,808.947,train,0.8765027598570293,Medium Sales,11
FDT15,12.6,Regular,0.074729835,Meat,183.795,OUT019,1985,Small,Tier 1,Grocery Store,549.285,train,1.5315371964571574,Medium Sales,28
FDP46,15.35,Low Fat,0.074601506,Snack Foods,90.983,OUT035,2004,Small,Tier 2,Supermarket Type1,1348.245,train,0.9491963643463255,High Sales,9
DRG01,12.6,Low Fat,0.078576075,Soft Drinks,78.467,OUT019,1985,Small,Tier 1,Grocery Store,229.701,train,1.6195540500675545,Low Sales,28
FDR23,15.85,Low Fat,0.081719458,Breads,178.037,OUT013,1987,High,Tier 3,Supermarket Type1,2646.555,train,0.8711820931525688,High Sales,26
FDF09,6.215,Low Fat,0.012173543,Fruits and Vegetables,36.4848,OUT045,2002,Small,Tier 2,Supermarket Type1,447.4176,train,0.931517890421408,High Sales,11
FDK09,12.6,Low Fat,0.091318935,Snack Foods,230.7352,OUT027,1985,Medium,Tier 3,Supermarket Type3,8474.3024,train,0.8704928823641588,High Sales,28
